emoji,desc,unicode
⛸️,Pattinaggio Su Ghiaccio,U+26F8 U+FE0F
🎣,Canna Da Pesca,U+1F3A3
🤿,Maschera Da Sub,U+1F93F
🎽,Maglia Da Corsa,U+1F3BD
🎿,Sci,U+1F3BF
🛷,Slitta,U+1F6F7
🥌,Stone Da Curling,U+1F94C
🎯,Bersaglio,U+1F3AF
🪀,Yo-yo,U+1FA80
🪁,Aquilone,U+1FA81
🎱,Palla Da Biliardo,U+1F3B1
🔮,Sfera Di Cristallo,U+1F52E
🪄,Bacchetta Magica,U+1FA84
🧿,Occhio Di Allah,U+1F9FF
🎮,Gamepad,U+1F3AE
🕹️,Joystick,U+1F579 U+FE0F
🎰,Slot Machine,U+1F3B0
🎲,Dado,U+1F3B2
🧩,Pezzo Di Puzzle,U+1F9E9
🧸,Orsetto,U+1F9F8
🪅,Pentolaccia,U+1FA85
🪆,Matrioska,U+1FA86
♠️,Picche,U+2660 U+FE0F
♥️,Cuori,U+2665 U+FE0F
♦️,Quadri,U+2666 U+FE0F
♣️,Fiori,U+2663 U+FE0F
♟️,Pedina Degli Scacchi,U+265F U+FE0F
🃏,Jolly,U+1F0CF
🀄,Tessera Mahjong,U+1F004
🎴,Carta Da Gioco,U+1F3B4
🎭,Maschere,U+1F3AD
🖼️,Quadro Incorniciato,U+1F5BC U+FE0F
🎨,Tavolozza,U+1F3A8
🧵,Filo,U+1F9F5
🪡,Ago Da Cucito,U+1FAA1
🧶,Gomitolo,U+1F9F6
🪢,Nodo,U+1FAA2
👓,Occhiali Da Vista,U+1F453
🕶️,Occhiali Da Sole,U+1F576 U+FE0F
🥽,Maschera,U+1F97D
🥼,Camice,U+1F97C
🦺,Gilet Di Sicurezza,U+1F9BA
👔,Cravatta,U+1F454
👕,T-shirt,U+1F455
👖,Jeans,U+1F456
🧣,Sciarpa,U+1F9E3
🧤,Guanti,U+1F9E4
🧥,Cappotto,U+1F9E5
🧦,Calzini,U+1F9E6
👗,Vestito,U+1F457
👘,Kimono,U+1F458
🥻,Sari,U+1F97B
🩱,Costume Da Bagno Intero,U+1FA71
🩲,Slip,U+1FA72
🩳,Pantaloncini,U+1FA73
👙,Bikini,U+1F459
👚,Maglietta Da Donna,U+1F45A
👛,Borsellino,U+1F45B
👜,Borsa,U+1F45C
👝,Pochette,U+1F45D
🛍️,Borse Della Spesa,U+1F6CD U+FE0F
🎒,Zaino,U+1F392
🩴,Infradito,U+1FA74
👞,Scarpa Da Uomo,U+1F45E
👟,Scarpa Sportiva,U+1F45F
🥾,Stivale Da Trekking,U+1F97E
🥿,Ballerina,U+1F97F
👠,Scarpa Con Il Tacco,U+1F460
👡,Sandalo Da Donna,U+1F461
🩰,Scarpette Da Ballerina,U+1FA70
👢,Stivale Da Donna,U+1F462
👑,Corona,U+1F451
👒,Cappello Da Donna,U+1F452
🎩,Cilindro,U+1F3A9
🎓,Cappello Da Laureato,U+1F393
🧢,Cappello Con Visiera,U+1F9E2
🪖,Elmetto Militare,U+1FA96
⛑️,Elmetto Con Croce Bianca,U+26D1 U+FE0F
📿,Rosario,U+1F4FF
💄,Rossetto,U+1F484
💍,Anello,U+1F48D
💎,Gemma,U+1F48E
🔇,Altoparlante Disattivato,U+1F507
🔈,Altoparlante A Volume Basso,U+1F508
🔉,Altoparlante A Volume Intermedio,U+1F509
🔊,Altoparlante A Volume Alto,U+1F50A
📢,Altoparlante,U+1F4E2
📣,Megafono,U+1F4E3
📯,Corno Postale,U+1F4EF
🔔,Campana,U+1F514
🔕,Campana Sbarrata,U+1F515
🎼,Pentagramma,U+1F3BC
🎵,Nota Musicale,U+1F3B5
🎶,Note Musicali,U+1F3B6
🎙️,Microfono Radiofonico,U+1F399 U+FE0F
🎚️,Cursore Del Volume,U+1F39A U+FE0F
🎛️,Manopole Di Controllo,U+1F39B U+FE0F
🎤,Microfono,U+1F3A4
🎧,Cuffie,U+1F3A7
📻,Radio,U+1F4FB
🎷,Sassofono,U+1F3B7
🪗,Fisarmonica,U+1FA97
🎸,Chitarra,U+1F3B8
🎹,Piano,U+1F3B9
🎺,Tromba,U+1F3BA
🎻,Violino,U+1F3BB
🪕,Banjo,U+1FA95
🥁,Tamburo,U+1F941
🪘,Tamburo Lungo,U+1FA98
📱,Telefono Cellulare,U+1F4F1
📲,Telefono Cellulare Con Freccia,U+1F4F2
☎️,Telefono Fisso,U+260E U+FE0F
📞,Cornetta,U+1F4DE
📟,Cercapersone,U+1F4DF
📠,Fax,U+1F4E0
🔋,Batteria,U+1F50B
🔌,Spina Elettrica,U+1F50C
💻,Computer Portatile,U+1F4BB
🖥️,Computer Fisso,U+1F5A5 U+FE0F
🖨️,Stampante,U+1F5A8 U+FE0F
⌨️,Tastiera,U+2328 U+FE0F
🖱️,Mouse,U+1F5B1 U+FE0F
🖲️,Trackball,U+1F5B2 U+FE0F
💽,Minidisc,U+1F4BD
💾,Floppy Disc,U+1F4BE
💿,Disco Ottico,U+1F4BF
📀,DVD,U+1F4C0
🧮,Abaco,U+1F9EE
🎥,Cinepresa,U+1F3A5
🎞️,Pellicola Cinematografica,U+1F39E U+FE0F
📽️,Proiettore Cinematografico,U+1F4FD U+FE0F
🎬,Ciak,U+1F3AC
📺,Televisore,U+1F4FA
📷,Fotocamera,U+1F4F7
📸,Fotocamera Con Flash,U+1F4F8
📹,Videocamera,U+1F4F9
📼,Videocassetta,U+1F4FC
🔍,Lente Di Ingrandimento Rivolta A Sinistra,U+1F50D
🔎,Lente Di Ingrandimento Rivolta A Destra,U+1F50E
🕯️,Candela,U+1F56F U+FE0F
💡,Lampadina,U+1F4A1
🔦,Torcia,U+1F526
🏮,Lanterna Rossa,U+1F3EE
🪔,Diya,U+1FA94
📔,Quaderno Con Copertina Decorata,U+1F4D4
📕,Libro Chiuso,U+1F4D5
📖,Libro Aperto,U+1F4D6
📗,Libro Verde,U+1F4D7
📘,Libro Blu,U+1F4D8
📙,Libro Arancione,U+1F4D9
📚,Libri,U+1F4DA
📓,Quaderno,U+1F4D3
📒,Quaderno Ad Anelli,U+1F4D2
📃,Pagina Con Piega,U+1F4C3
📜,Pergamena,U+1F4DC
📄,Pagina,U+1F4C4
📰,Quotidiano,U+1F4F0
🗞️,Quotidiano Arrotolato,U+1F5DE U+FE0F
📑,Etichette Segnalibro,U+1F4D1
🔖,Segnalibro,U+1F516
🏷️,Etichetta,U+1F3F7 U+FE0F
💰,Sacco Di Soldi,U+1F4B0
🪙,Moneta,U+1FA99
💴,Banconota Yen,U+1F4B4
💵,Banconota Dollaro,U+1F4B5
💶,Banconota Euro,U+1F4B6
💷,Banconota Sterlina,U+1F4B7
💸,Soldi Con Le Ali,U+1F4B8
💳,Carta Di Credito,U+1F4B3
🧾,Scontrino,U+1F9FE
💹,Grafico Ascendente,U+1F4B9
✉️,Busta,U+2709 U+FE0F
📧,E-mail,U+1F4E7
📨,Posta In Arrivo,U+1F4E8
📩,Posta In Uscita,U+1F4E9
📤,Posta Inviata,U+1F4E4
📥,Posta Ricevuta,U+1F4E5
📦,Pacco,U+1F4E6
📫,Cassetta Postale Chiusa Bandierina Alzata,U+1F4EB
📪,Cassetta Postale Chiusa Bandierina Abbassata,U+1F4EA
📬,Cassetta Postale Aperta Bandierina Alzata,U+1F4EC
📭,Cassetta Postale Con Bandierina Abbassata,U+1F4ED
📮,Cassetta Delle Lettere,U+1F4EE
🗳️,Urna Elettorale Con Scheda,U+1F5F3 U+FE0F
✏️,Matita,U+270F U+FE0F
✒️,Pennino,U+2712 U+FE0F
🖋️,Penna Stilografica,U+1F58B U+FE0F
🖊️,Penna A Sfera,U+1F58A U+FE0F
🖌️,Pennello,U+1F58C U+FE0F
🖍️,Pastello A Cera,U+1F58D U+FE0F
📝,Memo,U+1F4DD
💼,Valigetta 24 Ore,U+1F4BC
📁,Cartella File,U+1F4C1
📂,Cartella Aperta,U+1F4C2
🗂️,Divisori Per Schedario,U+1F5C2 U+FE0F
📅,Calendario,U+1F4C5
📆,Calendario A Strappo,U+1F4C6
🗒️,Blocco Per Appunti Con Spirale,U+1F5D2 U+FE0F
🗓️,Calendario A Spirale,U+1F5D3 U+FE0F
📇,Schedario,U+1F4C7
📈,Grafico Con Andamento Positivo,U+1F4C8
📉,Grafico Con Andamento Negativo,U+1F4C9
📊,Grafico A Barre,U+1F4CA
📋,Portablocco,U+1F4CB
📌,Puntina,U+1F4CC
📍,Puntina Arrotondata,U+1F4CD
📎,Graffetta,U+1F4CE
🖇️,Graffette Attaccate,U+1F587 U+FE0F
📏,Righello,U+1F4CF
📐,Squadra,U+1F4D0
✂️,Forbici,U+2702 U+FE0F
🗃️,Schedario Da Tavolo,U+1F5C3 U+FE0F
🗄️,Schedario Da Ufficio,U+1F5C4 U+FE0F
🗑️,Cestino,U+1F5D1 U+FE0F
🔒,Lucchetto Chiuso,U+1F512
🔓,Lucchetto Aperto,U+1F513
🔏,Lucchetto Con Penna Stilo,U+1F50F
🔐,Lucchetto Chiuso Con Chiave,U+1F510
🔑,Chiave,U+1F511
🗝️,Chiave Antica,U+1F5DD U+FE0F
🔨,Martello,U+1F528
🪓,Ascia,U+1FA93
⛏️,Piccone,U+26CF U+FE0F
⚒️,Piccone E Martello,U+2692 U+FE0F
🛠️,Martello E Chiave Inglese,U+1F6E0 U+FE0F
🗡️,Pugnale,U+1F5E1 U+FE0F
⚔️,Spade Incrociate,U+2694 U+FE0F
🔫,Pistola,U+1F52B
🪃,Boomerang,U+1FA83
🏹,Arco E Freccia,U+1F3F9
🛡️,Scudo,U+1F6E1 U+FE0F
🪚,Sega Da Falegname,U+1FA9A
🔧,Chiave Inglese,U+1F527
🪛,Cacciavite,U+1FA9B
🔩,Vite E Bullone,U+1F529
⚙️,Ingranaggio,U+2699 U+FE0F
🗜️,Morsetto,U+1F5DC U+FE0F
⚖️,Bilancia A Doppio Piatto,U+2696 U+FE0F
🦯,Bastone Per Non Vedenti,U+1F9AF
🔗,Collegamento,U+1F517
⛓️,Catene,U+26D3 U+FE0F
🪝,Gancio,U+1FA9D
🧰,Cassetta Degli Attrezzi,U+1F9F0
🧲,Calamita,U+1F9F2
🪜,Scala,U+1FA9C
⚗️,Alambicco,U+2697 U+FE0F
🧪,Provetta,U+1F9EA
🧫,Piastra Di Petri,U+1F9EB
🧬,Dna,U+1F9EC
🔬,Microscopio,U+1F52C
🔭,Telescopio,U+1F52D
📡,Antenna Satellitare,U+1F4E1
💉,Siringa,U+1F489
🩸,Goccia Di Sangue,U+1FA78
💊,Pillola,U+1F48A
🩹,Cerotto,U+1FA79
🩺,Stetoscopio,U+1FA7A
🚪,Porta,U+1F6AA
🛗,Ascensore,U+1F6D7
🪞,Specchio,U+1FA9E
🪟,Finestra,U+1FA9F
🛏️,Letto,U+1F6CF U+FE0F
🛋️,Divano E Lampada,U+1F6CB U+FE0F
🪑,Sedia,U+1FA91
🚽,Toilette,U+1F6BD
🪠,Sturalavandini,U+1FAA0
🚿,Doccia,U+1F6BF
🛁,Vasca,U+1F6C1
🪤,Trappola Per Topi,U+1FAA4
🪒,Rasoio,U+1FA92
🧴,Flacone,U+1F9F4
🧷,Spilla Da Balia,U+1F9F7
🧹,Scopa,U+1F9F9
🧺,Cesto,U+1F9FA
🧻,Rotolo Di Carta Igienica,U+1F9FB
🪣,Secchio,U+1FAA3
🧼,Sapone,U+1F9FC
🪥,Spazzolino Da Denti,U+1FAA5
🧽,Spugna,U+1F9FD
🧯,Estintore,U+1F9EF
🛒,Carrello,U+1F6D2
🚬,Sigaretta,U+1F6AC
⚰️,Bara,U+26B0 U+FE0F
🪦,Lapide,U+1FAA6
⚱️,Urna Funeraria,U+26B1 U+FE0F
🗿,Moai,U+1F5FF
🪧,Cartello,U+1FAA7
🏧,Simbolo Dello Sportello Bancomat,U+1F3E7
🚮,Simbolo Per La Raccolta Dei Rifiuti,U+1F6AE
🚰,Acqua Potabile,U+1F6B0
♿,Simbolo Della Disabilità,U+267F
🚹,Simbolo Del Bagno Degli Uomini,U+1F6B9
🚺,Simbolo Del Bagno Delle Donne,U+1F6BA
🚻,Simbolo Dei Servizi Igienici,U+1F6BB
🚼,Simbolo Con Immagine Di Bambino,U+1F6BC
🚾,Simbolo Del WC,U+1F6BE
🛂,Simbolo Del Controllo Passaporti,U+1F6C2
🛃,Simbolo Della Dogana,U+1F6C3
🛄,Simbolo Del Ritiro Bagagli,U+1F6C4
🛅,Simbolo Del Deposito Bagagli,U+1F6C5
⚠️,Simbolo Di Avviso,U+26A0 U+FE0F
🚸,Attraversamento Bambini,U+1F6B8
⛔,Segnale Di Divieto Di Accesso,U+26D4
🚫,Segnale Di Divieto,U+1F6AB
🚳,Segnale Di Divieto Di Transito Delle Biciclette,U+1F6B3
🚭,Segnale Di Vietato Fumare,U+1F6AD
🚯,Simbolo Del Divieto Di Gettare Rifiuti,U+1F6AF
🚱,Simbolo Di Acqua Non Potabile,U+1F6B1
🚷,Simbolo Del Divieto Di Transito Pedoni,U+1F6B7
📵,Simbolo Che Vieta L’utilizzo Dei Telefoni Cellulari,U+1F4F5
🔞,Simbolo Di Divieto Ai Minorenni,U+1F51E
☢️,Simbolo Della Radioattività,U+2622 U+FE0F
☣️,Simbolo Del Rischio Biologico,U+2623 U+FE0F
⬆️,Freccia Rivolta Verso L’alto,U+2B06 U+FE0F
↗️,Freccia Rivolta Verso Destra Che Punta In Alto,U+2197 U+FE0F
➡️,Freccia Rivolta Verso Destra,U+27A1 U+FE0F
↘️,Freccia In Basso A Destra,U+2198 U+FE0F
⬇️,Freccia Rivolta Verso Il Basso,U+2B07 U+FE0F
↙️,Freccia In Basso A Sinistra,U+2199 U+FE0F
⬅️,Freccia Rivolta A Sinistra,U+2B05 U+FE0F
↖️,Freccia In Alto A Sinistra,U+2196 U+FE0F
↕️,Freccia Su-giù,U+2195 U+FE0F
↔️,Freccia Sinistra-destra,U+2194 U+FE0F
↩️,Freccia Curva A Sinistra,U+21A9 U+FE0F
↪️,Freccia Curva A Destra,U+21AA U+FE0F
⤴️,Freccia Curva In Alto,U+2934 U+FE0F
⤵️,Freccia Curva In Basso,U+2935 U+FE0F
🔃,Frecce Verticali Che Ruotano In Senso Orario,U+1F503
🔄,Pulsante Con Frecce Che Ruotano In Senso Antiorario,U+1F504
🔙,Freccia BACK,U+1F519
🔚,Freccia END,U+1F51A
🔛,Freccia ON,U+1F51B
🔜,Freccia SOON,U+1F51C
🔝,Freccia TOP,U+1F51D
🛐,Luogo Di Culto,U+1F6D0
⚛️,Simbolo Dell’atomo,U+269B U+FE0F
🕉️,Om,U+1F549 U+FE0F
✡️,Stella Di David,U+2721 U+FE0F
☸️,Ruota Del Dharma,U+2638 U+FE0F
☯️,Yin E Yang,U+262F U+FE0F
✝️,Croce Latina,U+271D U+FE0F
☦️,Croce Ortodossa,U+2626 U+FE0F
☪️,Mezzaluna E Stella,U+262A U+FE0F
☮️,Simbolo Della Pace,U+262E U+FE0F
🕎,Menorah,U+1F54E
🔯,Stella A Sei Punte,U+1F52F
♈,Segno Zodiacale Dell’Ariete,U+2648
♉,Segno Zodiacale Del Toro,U+2649
♊,Segno Zodiacale Dei Gemelli,U+264A
♋,Segno Zodiacale Del Cancro,U+264B
♌,Segno Zodiacale Del Leone,U+264C
♍,Segno Zodiacale Della Vergine,U+264D
♎,Segno Zodiacale Della Bilancia,U+264E
♏,Segno Zodiacale Dello Scorpione,U+264F
♐,Segno Zodiacale Del Saggitario,U+2650
♑,Segno Zodiacale Del Capricorno,U+2651
♒,Segno Zodiacale Dell’Acquario,U+2652
♓,Segno Zodiacale Dei Pesci,U+2653
⛎,Segno Zodiacale Dell’Ofiuco,U+26CE
🔀,Pulsante Di Riproduzione Casuale,U+1F500
🔁,Pulsante Di Ripetizione Della Riproduzione,U+1F501
🔂,Pulsante Di Ripetizione Della Riproduzione Di Una Traccia,U+1F502
▶️,Pulsante Di Riproduzione,U+25B6 U+FE0F
⏩,Pulsante Di Avanzamento Rapido,U+23E9
⏭️,Traccia Successiva,U+23ED U+FE0F
⏯️,Pulsante Riproduci/pausa,U+23EF U+FE0F
◀️,Pulsante Di Riavvolgimento,U+25C0 U+FE0F
⏪,Pulsante Di Riavvolgimento Rapido,U+23EA
⏮️,Pulsante Traccia Precedente,U+23EE U+FE0F
🔼,Pulsante A Triangolo Rivolto Verso L’alto,U+1F53C
⏫,Pulsante Doppia Freccia In Alto,U+23EB
🔽,Pulsante A Triangolo Rivolto Verso Il Basso,U+1F53D
⏬,Doppia Freccia In Basso,U+23EC
⏸️,Pulsante Pausa,U+23F8 U+FE0F
⏹️,Pulsante Stop,U+23F9 U+FE0F
⏺️,Pulsante Di Registrazione,U+23FA U+FE0F
⏏️,Pulsante Di Espulsione,U+23CF U+FE0F
🎦,Simbolo Del Cinema,U+1F3A6
🔅,Luminosità Bassa,U+1F505
🔆,Luminosità Elevata,U+1F506
📶,Segnale Cellulare,U+1F4F6
📳,Modalità Vibrazione,U+1F4F3
📴,Cellulare Spento,U+1F4F4
♀️,Simbolo Genere Femminile,U+2640 U+FE0F
♂️,Simbolo Genere Maschile,U+2642 U+FE0F
⚧️,Simbolo Transgender,U+26A7 U+FE0F
✖️,Segno Moltiplicazione,U+2716 U+FE0F
➕,Simbolo Dell’addizione,U+2795
➖,Simbolo Della Sottrazione,U+2796
➗,Simbolo Della Divisione,U+2797
♾️,Simbolo Dell’infinito,U+267E U+FE0F
‼️,Doppio Punto Esclamativo,U+203C U+FE0F
⁉️,Punto Esclamativo E Interrogativo,U+2049 U+FE0F
❓,Punto Interrogativo Rosso,U+2753
❔,Punto Interrogativo Bianco,U+2754
❕,Punto Esclamativo Bianco,U+2755
❗,Punto Esclamativo Rosso,U+2757
〰️,Trattino Ondulato,U+3030 U+FE0F
💱,Cambio Valuta,U+1F4B1
💲,Dollaro,U+1F4B2
⚕️,Simbolo Della Medicina,U+2695 U+FE0F
♻️,Simbolo Del Riciclaggio,U+267B U+FE0F
⚜️,Giglio Araldico,U+269C U+FE0F
🔱,Tridente,U+1F531
📛,Tesserino Per Nome,U+1F4DB
🔰,Ideogramma Giapponese Di “Principiante”,U+1F530
⭕,Cerchio,U+2B55
✅,Segno Di Spunta,U+2705
☑️,Riquadro Con Spunta,U+2611 U+FE0F
✔️,Segno Di Spunta Nero,U+2714 U+FE0F
❌,Croce,U+274C
❎,Croce Con Quadrato,U+274E
➰,Occhiello,U+27B0
➿,Doppio Occhiello,U+27BF
〽️,Simbolo Di Alternanza Delle Parti,U+303D U+FE0F
✳️,Asterisco,U+2733 U+FE0F
✴️,Stella Stilizzata,U+2734 U+FE0F
❇️,Scintilla Stilizzata,U+2747 U+FE0F
©️,Copyright,U+A9 U+FE0F
®️,Marchio Registrato,U+AE U+FE0F
™️,Marchio,U+2122 U+FE0F
#️⃣,Tasto #,U+2122 U+FE0F
*️⃣,Tasto *,U+2A U+FE0F U+20E3
0️⃣,Tasto 0,U+30 U+FE0F U+20E3
1️⃣,Tasto 1,U+31 U+FE0F U+20E3
2️⃣,Tasto 2,U+32 U+FE0F U+20E3
3️⃣,Tasto 3,U+33 U+FE0F U+20E3
4️⃣,Tasto 4,U+34 U+FE0F U+20E3
5️⃣,Tasto 5,U+35 U+FE0F U+20E3
6️⃣,Tasto 6,U+36 U+FE0F U+20E3
7️⃣,Tasto 7,U+37 U+FE0F U+20E3
8️⃣,Tasto 8,U+38 U+FE0F U+20E3
9️⃣,Tasto 9,U+39 U+FE0F U+20E3
🔟,Tasto 10,U+1F51F
🔠,Pulsante Con Lettere Latine Maiuscole,U+1F520
🔡,Pulsante Con Lettere Latine Minuscole,U+1F521
🔢,Pulsante Con Numeri,U+1F522
🔣,Pulsante Con Simboli,U+1F523
🔤,Pulsante Con Lettere Latine,U+1F524
🅰️,Gruppo Sanguigno A,U+1F170 U+FE0F
🆎,Gruppo Sanguigno AB,U+1F18E
🅱️,Gruppo Sanguigno B,U+1F171 U+FE0F
🆑,Pulsante CL,U+1F191
🆒,Pulsante COOL,U+1F192
🆓,Pulsante FREE,U+1F193
ℹ️,Punto Informazioni,U+2139 U+FE0F
🆔,Pulsante ID,U+1F194
Ⓜ️,Pulsante M Cerchiata,U+24C2 U+FE0F
🆕,Pulsante NEW,U+1F195
🆖,Pulsante NG,U+1F196
🅾️,Gruppo Sanguigno 0,U+1F17E U+FE0F
🆗,Pulsante OK,U+1F197
🅿️,Pulsante P,U+1F17F U+FE0F
🆘,Pulsante SOS,U+1F198
🆙,Pulsante UP!,U+1F199
🆚,Pulsante VS,U+1F19A
🈁,Ideogramma Giapponese Per “Qui”,U+1F201
🈂️,Ideogramma Giapponese Di “Costo Del Servizio”,U+1F202 U+FE0F
🈷️,Ideogramma Giapponese Di “Importo Mensile”,U+1F237 U+FE0F
🈶,Ideogramma Giapponese Di “A Pagamento”,U+1F236
🈯,Ideogramma Giapponese Di “Riservato”,U+1F22F
🉐,Ideogramma Giapponese Di “Occasione”,U+1F250
🈹,Ideogramma Giapponese Di “Sconto”,U+1F239
🈚,Ideogramma Giapponese Di “Gratis”,U+1F21A
🈲,Ideogramma Giapponese Di “Proibito”,U+1F232
🉑,Ideogramma Giapponese Di “Accettabile”,U+1F251
🈸,Ideogramma Giapponese Di “Candidatura”,U+1F238
🈴,Ideogramma Giapponese Di “Voto Di Sufficienza”,U+1F234
🈳,Ideogramma Giapponese Di “Posto Libero”,U+1F233
㊗️,Ideogramma Giapponese Di “Congratulazioni”,U+3297 U+FE0F
㊙️,Ideogramma Giapponese Di “Segreto”,U+3299 U+FE0F
🈺,Ideogramma Giapponese Di “Aperto Al Pubblico”,U+1F23A
🈵,Ideogramma Giapponese Di “Nessun Posto Libero”,U+1F235
🔴,Cerchio Rosso,U+1F534
🟠,Cerchio Arancione,U+1F7E0
🟡,Cerchio Giallo,U+1F7E1
🟢,Cerchio Verde,U+1F7E2
🔵,Cerchio Blu,U+1F535
🟣,Cerchio Viola,U+1F7E3
🟤,Cerchio Marrone,U+1F7E4
⚫,Cerchio Nero,U+26AB
⚪,Cerchio Bianco,U+26AA
🟥,Quadrato Rosso,U+1F7E5
🟧,Quadrato Arancione,U+1F7E7
🟨,Quadrato Giallo,U+1F7E8
🟩,Quadrato Verde,U+1F7E9
🟦,Quadrato Blu,U+1F7E6
🟪,Quadrato Viola,U+1F7EA
🟫,Quadrato Marrone,U+1F7EB
⬛,Quadrato Nero Grande,U+2B1B
⬜,Quadrato Bianco Grande,U+2B1C
◼️,Quadrato Nero Medio,U+25FC U+FE0F
◻️,Quadrato Bianco Medio,U+25FB U+FE0F
◾,Quadrato Nero Medio-piccolo,U+25FE
◽,Quadrato Bianco Medio-piccolo,U+25FD
▪️,Quadrato Nero Piccolo,U+25AA U+FE0F
▫️,Quadrato Bianco Piccolo,U+25AB U+FE0F
🔶,Rombo Arancione Grande,U+1F536
🔷,Rombo Blu Grande,U+1F537
🔸,Rombo Arancione Piccolo,U+1F538
🔹,Rombo Blu Piccolo,U+1F539
🔺,Triangolo Rosso Con Punta Verso L’alto,U+1F53A
🔻,Triangolo Rosso Con Punta Verso Il Basso,U+1F53B
💠,Petalo Di Fiore,U+1F4A0
🔘,Pulsante Rotondo,U+1F518
🔳,Tasto Quadrato Nero Con Bordo Bianco,U+1F533
🔲,Tasto Quadrato Bianco Con Bordo Nero,U+1F532
🏁,Bandiera A Scacchi,U+1F3C1
🚩,Bandierina Rossa,U+1F6A9
🎌,Bandiere Del Giappone Incrociate,U+1F38C
🏴,Bandiera Nera,U+1F3F4
🏳️,Bandiera Bianca,U+1F3F3 U+FE0F
🏳️‍🌈,Bandiera Arcobaleno,U+1F3F3 U+FE0F U+200D U+1F308
🏳️‍⚧️,Bandiera Transgender,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F
🏴‍☠️,Bandiera Dei Pirati,U+1F3F4 U+200D U+2620 U+FE0F
🇦🇨,Bandiera Isola Ascensione,U+1F1E6 U+1F1E8
🇦🇩,Bandiera Andorra,U+1F1E6 U+1F1E9
🇦🇪,Bandiera Emirati Arabi Uniti,U+1F1E6 U+1F1EA
🇦🇫,Bandiera Afghanistan,U+1F1E6 U+1F1EB
🇦🇬,Bandiera Antigua E Barbuda,U+1F1E6 U+1F1EC
🇦🇮,Bandiera Anguilla,U+1F1E6 U+1F1EE
🇦🇱,Bandiera Albania,U+1F1E6 U+1F1F1
🇦🇲,Bandiera Armenia,U+1F1E6 U+1F1F2
🇦🇴,Bandiera Angola,U+1F1E6 U+1F1F4
🇦🇶,Bandiera Antartide,U+1F1E6 U+1F1F6
🇦🇷,Bandiera Argentina,U+1F1E6 U+1F1F7
🇦🇸,Bandiera Samoa Americane,U+1F1E6 U+1F1F8
🇦🇹,Bandiera Austria,U+1F1E6 U+1F1F9
🇦🇺,Bandiera Australia,U+1F1E6 U+1F1FA
🇦🇼,Bandiera Aruba,U+1F1E6 U+1F1FC
🇦🇽,Bandiera Isole Åland,U+1F1E6 U+1F1FD
🇦🇿,Bandiera Azerbaigian,U+1F1E6 U+1F1FF
🇧🇦,Bandiera Bosnia Ed Erzegovina,U+1F1E7 U+1F1E6
🇧🇧,Bandiera Barbados,U+1F1E7 U+1F1E7
🇧🇩,Bandiera Bangladesh,U+1F1E7 U+1F1E9
🇧🇪,Bandiera Belgio,U+1F1E7 U+1F1EA
🇧🇫,Bandiera Burkina Faso,U+1F1E7 U+1F1EB
🇧🇬,Bandiera Bulgaria,U+1F1E7 U+1F1EC
🇧🇭,Bandiera Bahrein,U+1F1E7 U+1F1ED
🇧🇮,Bandiera Burundi,U+1F1E7 U+1F1EE
🇧🇯,Bandiera Benin,U+1F1E7 U+1F1EF
🇧🇱,Bandiera Saint-Barthélemy,U+1F1E7 U+1F1F1
🇧🇲,Bandiera Bermuda,U+1F1E7 U+1F1F2
🇧🇳,Bandiera Brunei,U+1F1E7 U+1F1F3
🇧🇴,Bandiera Bolivia,U+1F1E7 U+1F1F4
🇧🇶,Bandiera Caraibi Olandesi,U+1F1E7 U+1F1F6
🇧🇷,Bandiera Brasile,U+1F1E7 U+1F1F7
🇧🇸,Bandiera Bahamas,U+1F1E7 U+1F1F8
🇧🇹,Bandiera Bhutan,U+1F1E7 U+1F1F9
🇧🇻,Bandiera Isola Bouvet,U+1F1E7 U+1F1FB
🇧🇼,Bandiera Botswana,U+1F1E7 U+1F1FC
🇧🇾,Bandiera Bielorussia,U+1F1E7 U+1F1FE
🇧🇿,Bandiera Belize,U+1F1E7 U+1F1FF
🇨🇦,Bandiera Canada,U+1F1E8 U+1F1E6
🇨🇨,Bandiera Isole Cocos (Keeling),U+1F1E8 U+1F1E8
🇨🇩,Bandiera Congo – Kinshasa,U+1F1E8 U+1F1E9
🇨🇫,Bandiera Repubblica Centrafricana,U+1F1E8 U+1F1EB
🇨🇬,Bandiera Congo-Brazzaville,U+1F1E8 U+1F1EC
🇨🇭,Bandiera Svizzera,U+1F1E8 U+1F1ED
🇨🇮,Bandiera Costa D’Avorio,U+1F1E8 U+1F1EE
🇨🇰,Bandiera Isole Cook,U+1F1E8 U+1F1F0
🇨🇱,Bandiera Cile,U+1F1E8 U+1F1F1
🇨🇲,Bandiera Camerun,U+1F1E8 U+1F1F2
🇨🇳,Bandiera Cina,U+1F1E8 U+1F1F3
🇨🇴,Bandiera Colombia,U+1F1E8 U+1F1F4
🇨🇵,Bandiera Isola Di Clipperton,U+1F1E8 U+1F1F5
🇨🇷,Bandiera Costa Rica,U+1F1E8 U+1F1F7
🇨🇺,Bandiera Cuba,U+1F1E8 U+1F1FA
🇨🇻,Bandiera Capo Verde,U+1F1E8 U+1F1FB
🇨🇼,Bandiera Curaçao,U+1F1E8 U+1F1FC
🇨🇽,Bandiera Isola Christmas,U+1F1E8 U+1F1FD
